id;is_sale;is_refund_paid;sales_date;giftcard_id;sales_price;store_id;store_name;merchant_id;from_table_id;from_table_name;is_returned_within_30_days;built_by_machinename
662241;1;0;03-02-2015 15:04;1864334;399;3;\N;7;332157;opl_xml_transactions;\N;GDPLUS-PROD
662306;1;0;03-02-2015 18:37;1832583;299;3;\N;7;332235;opl_xml_transactions;\N;GDPLUS-PROD
662405;1;0;04-02-2015 14:29;1501679;299;3;\N;7;332340;opl_xml_transactions;\N;GDPLUS-PROD
662487;1;0;04-02-2015 16:25;1505835;499;3;\N;7;332381;opl_xml_transactions;\N;GDPLUS-PROD
662662;1;0;05-02-2015 12:27;2129664;399;3;\N;7;332519;opl_xml_transactions;\N;GDPLUS-PROD
662670;1;0;05-02-2015 13:03;1619440;299;3;\N;7;332527;opl_xml_transactions;\N;GDPLUS-PROD
662753;1;0;05-02-2015 14:32;1817115;995;3;\N;7;332563;opl_xml_transactions;\N;GDPLUS-PROD
663591;1;0;07-02-2015 12:58;1644658;299;3;\N;7;333166;opl_xml_transactions;\N;GDPLUS-PROD
663594;1;0;07-02-2015 12:58;1946457;199;3;\N;7;333167;opl_xml_transactions;\N;GDPLUS-PROD
663710;1;0;07-02-2015 15:34;1620175;299;3;\N;7;333290;opl_xml_transactions;\N;GDPLUS-PROD
664044;1;0;09-02-2015 14:06;1911031;269;3;\N;7;333515;opl_xml_transactions;\N;GDPLUS-PROD
664250;1;0;10-02-2015 12:35;1957800;199;3;\N;7;333646;opl_xml_transactions;\N;GDPLUS-PROD
664259;1;0;10-02-2015 12:54;1866524;599;3;\N;7;333655;opl_xml_transactions;\N;GDPLUS-PROD
664306;1;0;10-02-2015 15:48;1946652;199;3;\N;7;333702;opl_xml_transactions;\N;GDPLUS-PROD
664512;1;0;11-02-2015 12:08;1972561;290;3;\N;7;333810;opl_xml_transactions;\N;GDPLUS-PROD
664530;1;0;11-02-2015 13:26;1946653;199;3;\N;7;333829;opl_xml_transactions;\N;GDPLUS-PROD
664574;1;0;11-02-2015 15:43;1233489;249;3;\N;7;333874;opl_xml_transactions;\N;GDPLUS-PROD
664941;1;0;12-02-2015 17:01;1233490;249;3;\N;7;334148;opl_xml_transactions;\N;GDPLUS-PROD
665106;1;0;13-02-2015 10:54;1910514;269;3;\N;7;334261;opl_xml_transactions;\N;GDPLUS-PROD
665474;1;0;13-02-2015 16:47;1936570;199;3;\N;7;334497;opl_xml_transactions;\N;GDPLUS-PROD
665712;1;0;14-02-2015 10:20;1871996;599;3;\N;7;334654;opl_xml_transactions;\N;GDPLUS-PROD
665824;1;0;14-02-2015 12:35;1966663;149;3;\N;7;334752;opl_xml_transactions;\N;GDPLUS-PROD
665825;1;0;14-02-2015 12:36;1233491;249;3;\N;7;334753;opl_xml_transactions;\N;GDPLUS-PROD
665858;1;0;14-02-2015 13:14;1775252;299;3;\N;7;334786;opl_xml_transactions;\N;GDPLUS-PROD
665869;1;0;14-02-2015 13:19;1982923;149;3;\N;7;334795;opl_xml_transactions;\N;GDPLUS-PROD
666345;1;0;16-02-2015 10:31;1624537;299;3;\N;7;335081;opl_xml_transactions;\N;GDPLUS-PROD
666510;1;0;17-02-2015 11:45;1910531;269;3;\N;7;335229;opl_xml_transactions;\N;GDPLUS-PROD
666976;1;0;18-02-2015 18:57;1644661;299;3;\N;7;335531;opl_xml_transactions;\N;GDPLUS-PROD
667023;1;0;19-02-2015 12:10;1936571;199;3;\N;7;335578;opl_xml_transactions;\N;GDPLUS-PROD
667153;1;0;19-02-2015 15:40;1636773;299;3;\N;7;335642;opl_xml_transactions;\N;GDPLUS-PROD
667394;1;0;20-02-2015 12:45;1506395;499;3;\N;7;335811;opl_xml_transactions;\N;GDPLUS-PROD
667533;1;0;20-02-2015 15:04;1633839;299;3;\N;7;335891;opl_xml_transactions;\N;GDPLUS-PROD
667568;1;0;20-02-2015 15:45;1630876;299;3;\N;7;335926;opl_xml_transactions;\N;GDPLUS-PROD
667644;1;0;20-02-2015 17:45;1668066;499;3;\N;7;336002;opl_xml_transactions;\N;GDPLUS-PROD
667804;1;0;21-02-2015 10:49;1654937;299;3;\N;7;336086;opl_xml_transactions;\N;GDPLUS-PROD
667909;1;0;21-02-2015 13:04;1885783;599;3;\N;7;336168;opl_xml_transactions;\N;GDPLUS-PROD
667926;1;0;21-02-2015 13:33;1910920;269;3;\N;7;336185;opl_xml_transactions;\N;GDPLUS-PROD
667928;1;0;21-02-2015 13:34;1663461;299;3;\N;7;336187;opl_xml_transactions;\N;GDPLUS-PROD
667937;1;0;21-02-2015 13:47;1946467;199;3;\N;7;336196;opl_xml_transactions;\N;GDPLUS-PROD
668218;1;0;22-02-2015 12:18;1931645;299;3;\N;7;336382;opl_xml_transactions;\N;GDPLUS-PROD
668281;1;0;22-02-2015 14:56;1824138;499;3;\N;7;336436;opl_xml_transactions;\N;GDPLUS-PROD
668537;1;0;23-02-2015 17:53;1631059;299;3;\N;7;336608;opl_xml_transactions;\N;GDPLUS-PROD
668633;1;0;24-02-2015 11:29;1822443;499;3;\N;7;336662;opl_xml_transactions;\N;GDPLUS-PROD
668665;1;0;24-02-2015 12:03;1942443;199;3;\N;7;336682;opl_xml_transactions;\N;GDPLUS-PROD
668740;1;0;24-02-2015 14:40;1957801;199;3;\N;7;336720;opl_xml_transactions;\N;GDPLUS-PROD
668905;1;0;25-02-2015 11:05;1658477;299;3;\N;7;336857;opl_xml_transactions;\N;GDPLUS-PROD
673253;1;0;26-02-2015 14:57;1910534;269;3;\N;7;337121;opl_xml_transactions;\N;GDPLUS-PROD
673297;1;0;26-02-2015 16:26;1628406;299;3;\N;7;337166;opl_xml_transactions;\N;GDPLUS-PROD
673317;1;0;26-02-2015 16:47;1644652;299;3;\N;7;337186;opl_xml_transactions;\N;GDPLUS-PROD
673329;1;0;26-02-2015 16:59;1232576;249;3;\N;7;337198;opl_xml_transactions;\N;GDPLUS-PROD
673379;1;0;26-02-2015 18:42;1936577;199;3;\N;7;337250;opl_xml_transactions;\N;GDPLUS-PROD
673482;1;0;27-02-2015 11:34;1646499;999;3;\N;7;337364;opl_xml_transactions;\N;GDPLUS-PROD
673495;1;0;27-02-2015 11:56;1910537;269;3;\N;7;337378;opl_xml_transactions;\N;GDPLUS-PROD
673522;1;0;27-02-2015 12:33;1936520;199;3;\N;7;337405;opl_xml_transactions;\N;GDPLUS-PROD
673584;1;0;27-02-2015 14:20;1653775;999;3;\N;7;337468;opl_xml_transactions;\N;GDPLUS-PROD
673627;1;0;27-02-2015 15:11;1910508;269;3;\N;7;337511;opl_xml_transactions;\N;GDPLUS-PROD
673874;1;0;28-02-2015 10:39;1797664;799;3;\N;7;337769;opl_xml_transactions;\N;GDPLUS-PROD
674063;1;0;28-02-2015 14:39;1635040;299;3;\N;7;337973;opl_xml_transactions;\N;GDPLUS-PROD
674279;1;0;01-03-2015 14:00;1865060;399;3;\N;7;338191;opl_xml_transactions;\N;GDPLUS-PROD
702171;1;0;02-03-2015 11:48;1797622;799;3;\N;7;338275;opl_xml_transactions;\N;GDPLUS-PROD
703135;1;0;03-03-2015 12:44;1619497;299;3;\N;7;338478;opl_xml_transactions;\N;GDPLUS-PROD
704209;1;0;06-03-2015 10:38;1972647;290;3;\N;7;339057;opl_xml_transactions;\N;GDPLUS-PROD
706462;1;0;02-03-2015 13:55;1883380;479,2;3;\N;7;338299;opl_xml_transactions;\N;GDPLUS-PROD
707636;1;0;13-03-2015 15:55;1983063;149;3;\N;7;340729;opl_xml_transactions;\N;GDPLUS-PROD
707730;1;0;13-03-2015 17:23;1900445;269;3;\N;7;340790;opl_xml_transactions;\N;GDPLUS-PROD
708259;1;0;14-03-2015 13:50;1910520;269;3;\N;7;341064;opl_xml_transactions;\N;GDPLUS-PROD
709824;1;0;17-03-2015 16:51;1769901;349;3;\N;7;341603;opl_xml_transactions;\N;GDPLUS-PROD
710567;1;0;19-03-2015 16:39;1936583;199;3;\N;7;342062;opl_xml_transactions;\N;GDPLUS-PROD
710715;1;0;20-03-2015 10:18;1510370;799;3;\N;7;342152;opl_xml_transactions;\N;GDPLUS-PROD
711317;1;0;21-03-2015 10:10;982944;198;3;\N;7;342501;opl_xml_transactions;\N;GDPLUS-PROD
711318;1;0;21-03-2015 10:10;1957802;199;3;\N;7;342502;opl_xml_transactions;\N;GDPLUS-PROD
711676;1;0;21-03-2015 14:07;1887866;599;3;\N;7;342688;opl_xml_transactions;\N;GDPLUS-PROD
712572;1;0;24-03-2015 13:35;1911244;269;3;\N;7;343158;opl_xml_transactions;\N;GDPLUS-PROD
713340;1;0;26-03-2015 12:47;1911229;269;3;\N;7;343585;opl_xml_transactions;\N;GDPLUS-PROD
713341;1;0;26-03-2015 12:47;1910501;269;3;\N;7;343586;opl_xml_transactions;\N;GDPLUS-PROD
713342;1;0;26-03-2015 12:47;1911224;269;3;\N;7;343587;opl_xml_transactions;\N;GDPLUS-PROD
713343;1;0;26-03-2015 12:47;1911232;269;3;\N;7;343588;opl_xml_transactions;\N;GDPLUS-PROD
713344;1;0;26-03-2015 12:47;1910905;269;3;\N;7;343589;opl_xml_transactions;\N;GDPLUS-PROD
713345;1;0;26-03-2015 12:47;1910525;269;3;\N;7;343590;opl_xml_transactions;\N;GDPLUS-PROD
713346;1;0;26-03-2015 12:47;1910524;269;3;\N;7;343591;opl_xml_transactions;\N;GDPLUS-PROD
713347;1;0;26-03-2015 12:47;1910526;269;3;\N;7;343592;opl_xml_transactions;\N;GDPLUS-PROD
713348;1;0;26-03-2015 12:47;1910909;269;3;\N;7;343593;opl_xml_transactions;\N;GDPLUS-PROD
713631;1;0;26-03-2015 17:39;1936592;199;3;\N;7;343753;opl_xml_transactions;\N;GDPLUS-PROD
713799;1;0;27-03-2015 11:12;1835788;299;3;\N;7;343860;opl_xml_transactions;\N;GDPLUS-PROD
713993;0;0;27-03-2015 12:56;1652639;999;3;\N;7;343934;opl_xml_transactions;\N;GDPLUS-PROD
715147;1;0;29-03-2015 13:07;1910898;269;3;\N;7;344581;opl_xml_transactions;\N;GDPLUS-PROD
715151;1;0;29-03-2015 13:17;1617785;299;3;\N;7;344585;opl_xml_transactions;\N;GDPLUS-PROD
715867;1;0;31-03-2015 11:52;1910499;269;3;\N;7;344989;opl_xml_transactions;\N;GDPLUS-PROD
715962;1;0;31-03-2015 12:53;1835566;299;3;\N;7;345021;opl_xml_transactions;\N;GDPLUS-PROD
715987;1;0;31-03-2015 13:18;1910507;269;3;\N;7;345037;opl_xml_transactions;\N;GDPLUS-PROD
651611;1;0;02-01-2015 10:35;1860560;399;4;\N;7;324325;opl_xml_transactions;\N;GDPLUS-PROD
651706;0;0;02-01-2015 12:46;1865112;399;4;\N;7;324422;opl_xml_transactions;\N;GDPLUS-PROD
651773;1;0;02-01-2015 14:00;1511367;799;4;\N;7;324490;opl_xml_transactions;\N;GDPLUS-PROD
651902;1;0;02-01-2015 16:27;1878434;499;4;\N;7;324640;opl_xml_transactions;\N;GDPLUS-PROD
652013;1;0;03-01-2015 10:28;1959722;199;4;\N;7;324761;opl_xml_transactions;\N;GDPLUS-PROD
652039;1;0;03-01-2015 11:04;1801780;499;4;\N;7;324787;opl_xml_transactions;\N;GDPLUS-PROD
652062;1;0;03-01-2015 11:36;1945941;199;4;\N;7;324810;opl_xml_transactions;\N;GDPLUS-PROD
652063;1;0;03-01-2015 11:36;1945940;199;4;\N;7;324811;opl_xml_transactions;\N;GDPLUS-PROD
652092;1;0;03-01-2015 12:11;1902685;269;4;\N;7;324840;opl_xml_transactions;\N;GDPLUS-PROD
652110;1;0;03-01-2015 12:42;1449154;199;4;\N;7;324858;opl_xml_transactions;\N;GDPLUS-PROD
652138;1;0;03-01-2015 13:12;1891191;269;4;\N;7;324886;opl_xml_transactions;\N;GDPLUS-PROD
652147;1;0;03-01-2015 13:33;2129351;399;4;\N;7;324895;opl_xml_transactions;\N;GDPLUS-PROD
652185;1;0;03-01-2015 14:18;1942259;199;4;\N;7;324935;opl_xml_transactions;\N;GDPLUS-PROD
652203;0;0;03-01-2015 14:34;1508262;499;4;\N;7;324954;opl_xml_transactions;\N;GDPLUS-PROD
652352;1;0;04-01-2015 12:48;2126610;499;4;\N;7;325105;opl_xml_transactions;\N;GDPLUS-PROD
652430;1;0;04-01-2015 15:03;1016103;249;4;\N;7;325189;opl_xml_transactions;\N;GDPLUS-PROD
652627;0;0;05-01-2015 15:36;1999661;299;4;\N;7;325397;opl_xml_transactions;\N;GDPLUS-PROD
652758;1;0;06-01-2015 11:58;1904391;269;4;\N;7;325532;opl_xml_transactions;\N;GDPLUS-PROD
652768;1;0;06-01-2015 12:12;942830;199;4;\N;7;325542;opl_xml_transactions;\N;GDPLUS-PROD
652769;1;0;06-01-2015 12:12;1246241;199;4;\N;7;325543;opl_xml_transactions;\N;GDPLUS-PROD
652770;1;0;06-01-2015 12:12;1440379;199;4;\N;7;325544;opl_xml_transactions;\N;GDPLUS-PROD
652771;1;0;06-01-2015 12:12;1440730;199;4;\N;7;325545;opl_xml_transactions;\N;GDPLUS-PROD
652772;1;0;06-01-2015 12:12;1510743;799;4;\N;7;325546;opl_xml_transactions;\N;GDPLUS-PROD
652843;1;0;06-01-2015 15:26;1617961;299;4;\N;7;325623;opl_xml_transactions;\N;GDPLUS-PROD
652864;0;0;06-01-2015 16:00;2129546;399;4;\N;7;325645;opl_xml_transactions;\N;GDPLUS-PROD
652926;1;0;06-01-2015 18:17;1241171;249;4;\N;7;325710;opl_xml_transactions;\N;GDPLUS-PROD
653060;1;0;07-01-2015 14:18;1977310;149;4;\N;7;325854;opl_xml_transactions;\N;GDPLUS-PROD
653156;1;0;07-01-2015 18:54;1502022;299;4;\N;7;325962;opl_xml_transactions;\N;GDPLUS-PROD
653321;1;0;08-01-2015 16:36;1945942;199;4;\N;7;326167;opl_xml_transactions;\N;GDPLUS-PROD
653325;1;0;08-01-2015 16:42;1902693;269;4;\N;7;326171;opl_xml_transactions;\N;GDPLUS-PROD
653326;1;0;08-01-2015 16:42;1976720;149;4;\N;7;326172;opl_xml_transactions;\N;GDPLUS-PROD
653385;1;0;08-01-2015 18:04;1945949;199;4;\N;7;326234;opl_xml_transactions;\N;GDPLUS-PROD
653521;0;0;09-01-2015 13:10;1626585;299;4;\N;7;326396;opl_xml_transactions;\N;GDPLUS-PROD
653527;1;0;09-01-2015 13:22;1902692;269;4;\N;7;326406;opl_xml_transactions;\N;GDPLUS-PROD
653539;1;0;09-01-2015 13:45;1664811;299;4;\N;7;326418;opl_xml_transactions;\N;GDPLUS-PROD
653565;1;0;09-01-2015 14:22;2078897;499;4;\N;7;326450;opl_xml_transactions;\N;GDPLUS-PROD
653656;1;0;09-01-2015 16:09;1518837;999;4;\N;7;326551;opl_xml_transactions;\N;GDPLUS-PROD
653657;1;0;09-01-2015 16:10;1950851;249;4;\N;7;326552;opl_xml_transactions;\N;GDPLUS-PROD
653735;1;0;09-01-2015 18:40;1632251;299;4;\N;7;326645;opl_xml_transactions;\N;GDPLUS-PROD
653917;1;0;10-01-2015 13:23;1902691;269;4;\N;7;326849;opl_xml_transactions;\N;GDPLUS-PROD
653918;1;0;10-01-2015 13:23;1620488;299;4;\N;7;326850;opl_xml_transactions;\N;GDPLUS-PROD
653964;1;0;10-01-2015 14:08;1771564;349;4;\N;7;326897;opl_xml_transactions;\N;GDPLUS-PROD
654241;0;0;12-01-2015 11:21;1834196;299;4;\N;7;327213;opl_xml_transactions;\N;GDPLUS-PROD
654242;0;0;12-01-2015 11:22;1670878;499;4;\N;7;327214;opl_xml_transactions;\N;GDPLUS-PROD
654254;0;0;12-01-2015 12:00;1801780;499;4;\N;7;327227;opl_xml_transactions;\N;GDPLUS-PROD
654327;1;0;12-01-2015 16:20;1896450;269;4;\N;7;327307;opl_xml_transactions;\N;GDPLUS-PROD
654328;1;0;12-01-2015 16:20;1950845;249;4;\N;7;327308;opl_xml_transactions;\N;GDPLUS-PROD
654329;1;0;12-01-2015 16:26;1867120;599;4;\N;7;327311;opl_xml_transactions;\N;GDPLUS-PROD
654349;1;0;12-01-2015 17:25;1605852;290;4;\N;7;327331;opl_xml_transactions;\N;GDPLUS-PROD
654416;1;0;13-01-2015 12:03;2126784;499;4;\N;7;327410;opl_xml_transactions;\N;GDPLUS-PROD
654417;1;0;13-01-2015 12:03;2126316;499;4;\N;7;327411;opl_xml_transactions;\N;GDPLUS-PROD
654542;1;0;13-01-2015 17:36;1632623;299;4;\N;7;327550;opl_xml_transactions;\N;GDPLUS-PROD
654648;1;0;14-01-2015 13:59;1903600;269;4;\N;7;327657;opl_xml_transactions;\N;GDPLUS-PROD
654742;1;0;14-01-2015 18:03;2140191;399;4;\N;7;327758;opl_xml_transactions;\N;GDPLUS-PROD
654838;1;0;15-01-2015 13:05;1653529;999;4;\N;7;327857;opl_xml_transactions;\N;GDPLUS-PROD
654874;1;0;15-01-2015 14:48;1902686;269;4;\N;7;327893;opl_xml_transactions;\N;GDPLUS-PROD
655350;0;0;16-01-2015 12:31;2000209;299;4;\N;7;328055;opl_xml_transactions;\N;GDPLUS-PROD
655352;0;0;16-01-2015 12:31;1230004;199;4;\N;7;328056;opl_xml_transactions;\N;GDPLUS-PROD
655624;1;0;16-01-2015 15:00;1626317;299;4;\N;7;328144;opl_xml_transactions;\N;GDPLUS-PROD
655650;1;0;16-01-2015 15:29;1904383;269;4;\N;7;328156;opl_xml_transactions;\N;GDPLUS-PROD
655652;1;0;16-01-2015 15:29;1904376;269;4;\N;7;328157;opl_xml_transactions;\N;GDPLUS-PROD
655654;1;0;16-01-2015 15:29;1902684;269;4;\N;7;328158;opl_xml_transactions;\N;GDPLUS-PROD
655764;1;0;16-01-2015 16:53;1646605;999;4;\N;7;328212;opl_xml_transactions;\N;GDPLUS-PROD
655970;1;0;16-01-2015 18:49;1902671;269;4;\N;7;328256;opl_xml_transactions;\N;GDPLUS-PROD
656552;1;0;17-01-2015 14:02;1878431;499;4;\N;7;328476;opl_xml_transactions;\N;GDPLUS-PROD
657463;1;0;19-01-2015 16:13;1796136;799;4;\N;7;328831;opl_xml_transactions;\N;GDPLUS-PROD
657503;1;0;19-01-2015 17:05;1946497;199;4;\N;7;328852;opl_xml_transactions;\N;GDPLUS-PROD
657853;1;0;21-01-2015 12:05;1946666;199;4;\N;7;329079;opl_xml_transactions;\N;GDPLUS-PROD
657855;1;0;21-01-2015 12:05;1828799;999;4;\N;7;329080;opl_xml_transactions;\N;GDPLUS-PROD
657857;0;0;21-01-2015 12:09;1793691;799;4;\N;7;329081;opl_xml_transactions;\N;GDPLUS-PROD
657877;1;0;21-01-2015 13:04;1646876;999;4;\N;7;329091;opl_xml_transactions;\N;GDPLUS-PROD
658064;0;0;22-01-2015 11:28;1646605;999;4;\N;7;329262;opl_xml_transactions;\N;GDPLUS-PROD
658309;1;0;22-01-2015 16:25;1894330;269;4;\N;7;329411;opl_xml_transactions;\N;GDPLUS-PROD
658312;1;0;22-01-2015 16:31;1860664;399;4;\N;7;329414;opl_xml_transactions;\N;GDPLUS-PROD
658347;1;0;22-01-2015 17:39;1518248;999;4;\N;7;329449;opl_xml_transactions;\N;GDPLUS-PROD
658350;1;0;22-01-2015 17:49;1626149;299;4;\N;7;329452;opl_xml_transactions;\N;GDPLUS-PROD
658411;1;0;23-01-2015 11:12;1855540;599;4;\N;7;329513;opl_xml_transactions;\N;GDPLUS-PROD
658516;1;0;23-01-2015 13:26;1963990;149;4;\N;7;329567;opl_xml_transactions;\N;GDPLUS-PROD
658558;1;0;23-01-2015 14:10;1876217;499;4;\N;7;329588;opl_xml_transactions;\N;GDPLUS-PROD
658967;1;0;24-01-2015 11:44;1630985;299;4;\N;7;329894;opl_xml_transactions;\N;GDPLUS-PROD
659034;1;0;24-01-2015 12:59;1499266;799;4;\N;7;329962;opl_xml_transactions;\N;GDPLUS-PROD
659058;1;0;24-01-2015 13:40;1638878;299;4;\N;7;329989;opl_xml_transactions;\N;GDPLUS-PROD
659060;1;0;24-01-2015 13:40;2000196;299;4;\N;7;329990;opl_xml_transactions;\N;GDPLUS-PROD
659084;1;0;24-01-2015 14:00;2126104;499;4;\N;7;330002;opl_xml_transactions;\N;GDPLUS-PROD
659110;1;0;24-01-2015 14:13;1876521;499;4;\N;7;330015;opl_xml_transactions;\N;GDPLUS-PROD
659140;1;0;24-01-2015 14:17;1840354;699;4;\N;7;330018;opl_xml_transactions;\N;GDPLUS-PROD
659157;1;0;24-01-2015 14:30;1950842;249;4;\N;7;330026;opl_xml_transactions;\N;GDPLUS-PROD
659175;1;0;24-01-2015 15:08;1964034;149;4;\N;7;330035;opl_xml_transactions;\N;GDPLUS-PROD
